customer_id,subscription_start,subscription_end,plan_type,plan_price
4530,12/19/2022,,Standard,799
4531,1/8/2023,,Standard,799
4532,8/4/2023,,Standard,799
4533,2/14/2021,,Premium,1199
4534,8/17/2021,,Basic,499
4535,1/29/2023,,Premium,1199
4536,10/26/2021,11/23/2022,Basic,499
4537,11/21/2021,9/6/2023,Standard,799
4538,8/25/2021,,Standard,799
4539,10/16/2022,,Premium,1199
4540,6/6/2023,,Standard,799
4541,2/3/2023,,Basic,499
4542,1/28/2022,,Standard,799
4543,12/5/2022,,Basic,499
4544,7/20/2023,,Standard,799
4545,9/27/2023,,Standard,799
4546,1/20/2023,5/8/2024,Basic,499
4547,8/31/2021,,Premium,1199
4548,4/5/2022,,Premium,1199
4549,8/30/2022,2/29/2024,Premium,1199
4550,2/7/2021,,Premium,1199
4551,12/22/2022,,Basic,499
4552,8/8/2023,,Standard,799
4553,3/8/2021,,Basic,499
4554,12/27/2021,6/27/2023,Premium,1199
4555,7/8/2021,9/13/2022,Basic,499
4556,3/10/2022,,Premium,1199
4557,9/20/2021,,Basic,499
4558,6/3/2021,,Standard,799
4559,9/15/2022,,Standard,799
4560,2/12/2022,7/4/2023,Premium,1199
4561,11/12/2021,,Basic,499
4562,5/1/2021,,Standard,799
4563,1/17/2023,,Standard,799
4564,2/2/2023,,Basic,499
4565,2/8/2022,,Basic,499
4566,1/1/2021,,Premium,1199
4567,12/8/2022,,Basic,499
4568,9/18/2021,7/27/2022,Premium,1199
4569,4/13/2021,,Basic,499
4570,5/13/2022,1/7/2024,Standard,799
4571,9/8/2021,,Premium,1199
4572,10/30/2021,,Basic,499
4573,4/21/2021,,Standard,799
4574,7/10/2022,11/5/2023,Basic,499
4575,8/23/2021,,Standard,799
4576,9/28/2022,,Basic,499
4577,3/2/2021,,Premium,1199
4578,12/11/2022,3/16/2024,Basic,499
4579,12/15/2022,7/13/2024,Basic,499
4580,9/19/2021,5/2/2022,Basic,499
4581,1/6/2023,7/8/2023,Basic,499
4582,11/10/2022,11/29/2023,Basic,499
4583,9/4/2021,,Premium,1199
4584,1/31/2023,,Premium,1199
4585,8/29/2021,,Basic,499
4586,10/16/2021,,Standard,799
4587,4/18/2022,,Basic,499
4588,1/21/2022,,Standard,799
4589,9/5/2021,,Basic,499
4590,6/27/2021,3/17/2023,Standard,799
4591,12/28/2021,,Standard,799
4592,2/16/2022,,Standard,799
4593,4/28/2022,,Basic,499
4594,7/26/2021,,Standard,799
4595,3/1/2021,,Premium,1199
4596,5/4/2023,,Basic,499
4597,7/26/2021,6/4/2022,Standard,799
4598,12/14/2021,,Basic,499
4599,3/22/2021,12/22/2021,Basic,499
4600,11/5/2022,,Standard,799
4601,4/5/2023,10/30/2024,Standard,799
4602,1/29/2022,9/17/2022,Standard,799
4603,4/19/2021,5/16/2022,Standard,799
4604,12/20/2021,,Standard,799
4605,3/27/2021,,Standard,799
4606,4/12/2022,,Basic,499
4607,2/13/2021,,Premium,1199
4608,2/5/2023,9/9/2023,Basic,499
4609,8/26/2023,,Standard,799
4610,1/28/2021,,Premium,1199
4611,8/25/2022,,Basic,499
4612,2/18/2021,,Standard,799
4613,7/10/2021,,Basic,499
4614,3/27/2023,1/30/2025,Basic,499
4615,9/8/2021,3/9/2023,Standard,799
4616,6/8/2023,,Premium,1199
4617,3/22/2022,,Premium,1199
4618,9/24/2021,,Standard,799
4619,6/29/2021,,Premium,1199
4620,2/26/2022,,Standard,799
4621,4/12/2021,,Standard,799
4622,11/2/2022,1/13/2024,Premium,1199
4623,4/2/2022,,Basic,499
4624,10/9/2021,,Standard,799
4625,12/10/2022,,Premium,1199
4626,1/30/2023,8/20/2024,Basic,499
4627,8/15/2021,,Basic,499
4628,5/13/2023,,Basic,499
4629,3/31/2022,,Basic,499
4630,8/31/2023,3/18/2025,Standard,799
4631,6/20/2023,,Basic,499
4632,1/6/2021,,Basic,499
4633,10/22/2022,,Premium,1199
4634,6/9/2023,,Basic,499
4635,10/5/2022,,Standard,799
4636,6/22/2022,,Premium,1199
4637,2/15/2023,,Premium,1199
4638,5/27/2023,1/24/2024,Standard,799
4639,12/7/2021,,Basic,499
4640,7/7/2021,,Premium,1199
4641,12/23/2021,1/24/2023,Basic,499
4642,6/19/2021,,Standard,799
4643,8/7/2021,9/4/2022,Basic,499
4644,12/20/2021,2/15/2023,Basic,499
4645,3/5/2021,,Basic,499
4646,2/10/2023,,Standard,799
4647,5/20/2022,,Standard,799
4648,1/26/2022,,Premium,1199
4649,9/18/2022,5/23/2024,Premium,1199
4650,12/31/2021,,Basic,499
4651,10/1/2022,,Standard,799
4652,3/8/2023,2/15/2024,Standard,799
4653,7/18/2023,4/11/2024,Standard,799
4654,4/17/2022,,Standard,799
4655,2/22/2021,,Basic,499
4656,10/10/2022,5/2/2023,Standard,799
4657,4/10/2021,10/2/2022,Basic,499
4658,8/13/2022,,Basic,499
4659,8/23/2022,,Standard,799
4660,1/7/2022,12/30/2023,Standard,799
4661,11/30/2021,,Basic,499
4662,7/8/2022,10/29/2023,Standard,799
4663,8/13/2023,,Basic,499
4664,6/29/2023,12/11/2024,Standard,799
4665,9/7/2021,5/16/2022,Standard,799
4666,4/24/2023,,Basic,499
4667,11/18/2022,,Basic,499
4668,6/3/2023,,Basic,499
4669,8/30/2022,7/28/2023,Premium,1199
4670,12/25/2022,2/8/2024,Standard,799
4671,1/17/2022,1/9/2024,Premium,1199
4672,9/20/2021,,Standard,799
4673,1/13/2023,,Basic,499
4674,6/9/2023,4/17/2025,Standard,799
4675,5/21/2023,,Basic,499
4676,4/18/2022,4/20/2023,Basic,499
4677,11/21/2022,,Standard,799
4678,11/1/2022,11/20/2023,Premium,1199
4679,11/4/2022,10/25/2023,Standard,799
4680,11/15/2021,,Basic,499
4681,5/25/2023,9/1/2024,Basic,499
4682,7/27/2022,,Premium,1199
4683,9/8/2022,,Basic,499
4684,1/21/2023,7/18/2024,Standard,799
4685,9/17/2023,,Premium,1199
4686,11/21/2022,,Standard,799
4687,2/18/2023,,Standard,799
4688,3/9/2021,2/7/2022,Basic,499
4689,2/26/2022,,Standard,799
4690,7/29/2023,,Premium,1199
4691,3/6/2022,11/3/2022,Standard,799
4692,7/30/2023,,Standard,799
4693,2/21/2023,,Basic,499
4694,12/14/2021,,Standard,799
4695,4/10/2022,2/5/2023,Standard,799
4696,10/25/2021,6/26/2022,Basic,499
4697,9/13/2021,,Standard,799
4698,7/21/2021,,Premium,1199
4699,9/25/2022,9/6/2024,Premium,1199
4700,1/18/2022,,Basic,499
4701,3/5/2021,,Standard,799
4702,9/24/2021,,Basic,499
4703,9/15/2021,,Standard,799
4704,10/27/2022,,Standard,799
4705,5/23/2023,,Standard,799
4706,11/5/2021,,Basic,499
4707,7/8/2021,,Standard,799
4708,7/15/2022,4/13/2023,Basic,499
4709,2/15/2021,,Standard,799
4710,6/14/2021,,Basic,499
4711,1/19/2022,,Standard,799
4712,3/8/2023,,Standard,799
4713,8/15/2022,,Standard,799
4714,1/3/2021,7/31/2022,Standard,799
4715,6/3/2022,,Standard,799
4716,5/22/2021,,Premium,1199
4717,4/1/2021,,Basic,499
4718,7/22/2021,,Basic,499
4719,4/28/2021,,Basic,499
4720,6/7/2021,,Premium,1199
4721,1/16/2023,,Standard,799
4722,9/23/2021,,Basic,499
4723,3/5/2022,,Premium,1199
4724,7/5/2021,,Standard,799
4725,2/5/2023,,Basic,499
4726,3/6/2021,1/3/2023,Standard,799
4727,7/18/2021,,Basic,499
4728,1/17/2021,,Standard,799
4729,9/12/2023,7/1/2024,Basic,499
4730,8/22/2023,7/15/2025,Basic,499
4731,8/12/2022,,Premium,1199
4732,5/18/2021,,Basic,499
4733,8/18/2021,,Premium,1199
4734,7/3/2022,,Basic,499
4735,3/10/2022,,Basic,499
4736,2/23/2022,6/2/2023,Basic,499
4737,1/25/2023,,Standard,799
4738,5/21/2023,2/24/2024,Standard,799
4739,9/10/2021,6/16/2023,Standard,799
4740,8/17/2022,,Basic,499
4741,4/17/2021,,Premium,1199
4742,5/15/2022,3/11/2023,Basic,499
4743,10/14/2021,4/18/2022,Standard,799
4744,6/26/2022,,Standard,799
4745,6/19/2021,10/28/2022,Standard,799
4746,6/13/2023,7/1/2024,Basic,499
4747,12/11/2022,,Basic,499
4748,4/27/2023,,Basic,499
4749,12/19/2022,,Standard,799
4750,2/14/2022,,Standard,799
4751,9/10/2021,,Basic,499
4752,4/25/2022,,Standard,799
4753,3/27/2022,,Standard,799
4754,6/15/2021,3/21/2022,Basic,499
4755,8/13/2023,,Standard,799
4756,8/3/2022,2/3/2024,Premium,1199
4757,8/17/2023,4/21/2025,Premium,1199
4758,11/4/2022,,Basic,499
4759,6/10/2021,,Premium,1199
4760,4/26/2021,,Basic,499
4761,9/2/2023,4/11/2025,Standard,799
4762,4/27/2022,,Basic,499
4763,9/20/2023,,Basic,499
4764,9/27/2021,,Premium,1199
4765,8/5/2021,,Basic,499
4766,2/14/2021,,Basic,499
4767,10/31/2022,,Premium,1199
4768,5/2/2022,,Standard,799
4769,9/29/2021,,Standard,799
4770,3/7/2021,,Basic,499
4771,4/30/2022,,Basic,499
4772,4/25/2022,,Basic,499
4773,4/30/2023,,Standard,799
4774,4/4/2023,,Standard,799
4775,3/7/2022,,Basic,499
4776,8/8/2021,,Basic,499
4777,7/16/2023,,Basic,499
4778,6/11/2022,3/2/2024,Basic,499
4779,5/8/2022,,Basic,499
4780,2/7/2021,7/12/2022,Basic,499
4781,4/4/2022,,Standard,799
4782,7/10/2023,1/11/2024,Standard,799
4783,2/12/2022,,Premium,1199
4784,4/20/2023,1/20/2025,Basic,499
4785,10/22/2021,6/9/2023,Standard,799
4786,9/19/2021,,Standard,799
4787,3/11/2022,,Standard,799
4788,2/6/2021,10/16/2021,Standard,799
4789,9/8/2022,,Basic,499
4790,2/1/2021,,Premium,1199
4791,7/13/2022,,Basic,499
4792,6/28/2021,,Basic,499
4793,8/19/2021,6/25/2022,Standard,799
4794,6/27/2023,,Basic,499
4795,7/12/2023,4/29/2024,Basic,499
4796,1/20/2022,,Standard,799
4797,7/29/2022,,Standard,799
4798,7/10/2021,,Standard,799
4799,8/12/2021,6/12/2023,Basic,499
4800,4/11/2021,,Basic,499
4801,1/10/2023,,Standard,799
4802,10/25/2021,,Basic,499
4803,8/26/2022,,Standard,799
4804,2/28/2021,10/7/2021,Basic,499
4805,4/16/2023,1/19/2024,Standard,799
4806,6/5/2022,,Premium,1199
4807,1/7/2023,1/15/2024,Basic,499
4808,4/11/2023,4/21/2024,Standard,799
4809,10/2/2021,,Standard,799
4810,11/14/2022,,Standard,799
4811,1/10/2021,,Standard,799
4812,9/14/2022,,Basic,499
4813,10/14/2021,,Premium,1199
4814,9/13/2022,,Standard,799
4815,9/2/2021,,Standard,799
4816,8/20/2022,,Standard,799
4817,8/26/2022,,Premium,1199
4818,10/26/2021,6/8/2022,Basic,499
4819,5/23/2022,,Standard,799
4820,4/30/2023,3/3/2025,Basic,499
4821,4/30/2021,,Premium,1199
4822,10/18/2021,2/28/2023,Standard,799
4823,7/21/2021,,Premium,1199
4824,2/13/2021,12/19/2022,Standard,799
4825,4/12/2021,,Premium,1199
4826,8/11/2021,,Premium,1199
4827,4/30/2021,10/10/2022,Premium,1199
4828,11/18/2021,9/30/2022,Standard,799
4829,4/1/2021,,Standard,799
4830,6/19/2021,,Standard,799
4831,9/21/2023,,Standard,799
4832,5/16/2021,1/9/2022,Premium,1199
4833,3/15/2023,,Standard,799
4834,12/12/2022,12/10/2024,Standard,799
4835,8/20/2022,,Basic,499
4836,11/25/2022,1/4/2024,Standard,799
4837,4/4/2021,,Premium,1199
4838,9/12/2023,,Standard,799
4839,6/15/2021,,Standard,799
4840,9/20/2023,,Standard,799
4841,6/30/2023,4/19/2025,Premium,1199
4842,5/14/2021,,Basic,499
4843,1/5/2022,,Basic,499
4844,4/18/2023,12/25/2023,Premium,1199
4845,2/13/2023,,Standard,799
4846,10/26/2022,,Standard,799
4847,5/5/2022,3/6/2023,Premium,1199
4848,12/4/2022,,Premium,1199
4849,9/12/2021,3/8/2023,Basic,499
4850,6/27/2022,4/29/2023,Standard,799
4851,1/20/2022,12/13/2023,Basic,499
4852,10/7/2022,,Basic,499
4853,8/1/2021,,Basic,499
4854,2/5/2022,,Standard,799
4855,5/17/2023,,Premium,1199
4856,9/20/2023,6/26/2025,Basic,499
4857,7/3/2023,,Basic,499
4858,6/23/2021,,Basic,499
4859,9/27/2022,7/31/2024,Premium,1199
4860,1/10/2023,,Premium,1199
4861,7/17/2021,3/11/2023,Premium,1199
4862,10/21/2022,,Basic,499
4863,10/11/2021,,Standard,799
4864,3/6/2022,,Premium,1199
4865,4/7/2023,,Standard,799
4866,1/19/2021,7/27/2021,Premium,1199
4867,8/30/2021,8/22/2022,Standard,799
4868,6/20/2021,,Basic,499
4869,7/24/2023,,Standard,799
4870,6/2/2021,11/6/2022,Premium,1199
4871,6/4/2022,,Premium,1199
4872,8/25/2021,,Basic,499
4873,9/3/2023,,Basic,499
4874,5/2/2021,,Standard,799
4875,10/4/2022,1/30/2024,Standard,799
4876,10/14/2022,,Standard,799
4877,1/4/2022,,Standard,799
4878,3/21/2021,,Standard,799
4879,12/5/2022,1/14/2024,Premium,1199
4880,5/15/2022,,Standard,799
4881,9/29/2021,,Standard,799
4882,7/5/2022,,Basic,499
4883,11/13/2021,,Premium,1199
4884,6/20/2023,5/14/2024,Basic,499
4885,3/2/2022,,Basic,499
4886,1/10/2023,11/3/2023,Standard,799
4887,6/3/2021,,Basic,499
4888,1/26/2023,,Basic,499
4889,1/15/2021,,Standard,799
4890,2/14/2022,5/21/2023,Basic,499
4891,5/5/2023,,Premium,1199
4892,11/5/2021,7/7/2022,Standard,799
4893,12/24/2022,,Basic,499
4894,10/2/2021,,Standard,799
4895,7/11/2021,2/17/2023,Premium,1199
4896,3/18/2022,,Basic,499
4897,4/6/2021,7/20/2022,Basic,499
4898,6/19/2022,,Basic,499
4899,5/21/2022,,Basic,499
4900,6/20/2022,4/28/2023,Premium,1199
4901,12/25/2021,,Standard,799
4902,2/22/2021,,Basic,499
4903,3/7/2023,,Premium,1199
4904,2/6/2022,2/11/2023,Standard,799
4905,3/6/2021,,Basic,499
4906,8/15/2022,,Basic,499
4907,1/23/2023,,Premium,1199
4908,5/27/2021,2/17/2023,Standard,799
4909,3/16/2021,4/13/2022,Standard,799
4910,3/7/2023,8/14/2024,Premium,1199
4911,3/31/2022,4/12/2023,Basic,499
4912,9/11/2022,,Standard,799
4913,6/18/2023,,Basic,499
4914,5/8/2021,,Standard,799
4915,5/16/2021,,Basic,499
4916,6/29/2022,,Standard,799
4917,3/31/2021,,Basic,499
4918,8/8/2022,7/25/2024,Standard,799
4919,4/24/2022,3/23/2024,Premium,1199
4920,6/6/2022,,Premium,1199
4921,9/27/2021,,Standard,799
4922,12/13/2021,,Premium,1199
4923,3/14/2023,2/26/2025,Premium,1199
4924,7/5/2022,,Basic,499
4925,3/20/2022,,Basic,499
4926,7/26/2022,,Basic,499
4927,4/25/2022,,Standard,799
4928,9/1/2022,2/6/2024,Basic,499
4929,4/12/2023,,Standard,799
4930,11/3/2021,,Basic,499
4931,10/26/2021,,Premium,1199
4932,9/22/2021,7/23/2022,Basic,499
4933,5/27/2023,,Basic,499
4934,2/9/2023,3/8/2024,Premium,1199
4935,12/14/2022,,Standard,799
4936,5/9/2023,2/14/2025,Basic,499
4937,3/1/2023,,Standard,799
4938,2/12/2022,,Basic,499
4939,1/29/2022,,Premium,1199
4940,2/7/2023,,Standard,799
4941,1/2/2022,,Standard,799
4942,4/12/2023,,Premium,1199
4943,4/12/2022,,Basic,499
4944,3/27/2023,,Basic,499
4945,5/30/2021,,Standard,799
4946,3/9/2021,,Basic,499
4947,9/26/2021,,Standard,799
4948,2/21/2022,,Standard,799
4949,8/4/2023,,Standard,799
4950,1/4/2022,,Basic,499
4951,6/4/2021,,Standard,799
4952,6/18/2022,,Standard,799
4953,9/12/2023,2/15/2025,Basic,499
4954,7/27/2023,11/21/2024,Basic,499
4955,1/22/2023,,Standard,799
4956,1/31/2023,10/16/2023,Standard,799
4957,11/17/2021,,Basic,499
4958,3/12/2021,,Standard,799
4959,7/26/2022,,Basic,499
4960,8/28/2021,,Standard,799
4961,7/24/2022,12/29/2023,Premium,1199
4962,12/28/2022,,Premium,1199
4963,4/19/2022,,Standard,799
4964,8/31/2021,,Standard,799
4965,5/25/2022,,Standard,799
4966,3/16/2021,,Basic,499
4967,11/11/2022,,Premium,1199
4968,5/20/2021,,Standard,799
4969,3/3/2023,,Standard,799
4970,7/13/2023,,Premium,1199
4971,6/14/2022,,Standard,799
4972,5/24/2022,,Premium,1199
4973,3/16/2021,12/29/2021,Standard,799
4974,9/19/2022,,Standard,799
4975,10/22/2021,,Premium,1199
4976,7/12/2023,,Standard,799
4977,12/14/2021,,Standard,799
4978,9/21/2023,,Standard,799
4979,2/23/2023,,Premium,1199
4980,7/4/2022,,Basic,499
4981,4/3/2023,,Basic,499
4982,10/28/2022,,Basic,499
4983,6/8/2021,,Standard,799
4984,8/27/2021,4/11/2022,Basic,499
4985,8/1/2021,,Standard,799
4986,9/22/2021,,Standard,799
4987,9/7/2021,6/28/2022,Basic,499
4988,9/26/2021,5/14/2022,Standard,799
4989,1/4/2022,3/19/2023,Basic,499
4990,8/18/2023,,Standard,799
4991,6/11/2023,,Basic,499
4992,3/17/2022,8/28/2023,Basic,499
4993,12/25/2022,4/23/2024,Basic,499
4994,2/27/2023,1/28/2024,Standard,799
4995,5/31/2022,10/29/2023,Standard,799
4996,8/1/2021,6/12/2023,Basic,499
4997,2/24/2021,,Standard,799
4998,8/27/2023,9/12/2024,Basic,499
4999,3/7/2022,,Standard,799
5000,6/8/2023,,Basic,499
5001,1/8/2021,,Standard,799
5002,5/20/2022,,Standard,799
5003,5/7/2023,,Basic,499
5004,3/5/2021,10/8/2021,Standard,799
5005,10/23/2021,,Basic,499
5006,6/16/2022,,Basic,499
5007,1/6/2023,,Standard,799
5008,12/28/2022,9/29/2023,Basic,499
5009,9/20/2021,,Standard,799
5010,9/6/2023,,Standard,799
5011,5/3/2022,,Standard,799
5012,2/14/2021,,Premium,1199
5013,6/10/2022,,Standard,799
5014,4/27/2022,,Basic,499
5015,11/26/2022,,Standard,799
5016,2/4/2023,,Basic,499
5017,9/16/2021,6/15/2022,Basic,499
5018,9/3/2022,12/19/2023,Standard,799
5019,9/13/2021,,Premium,1199
5020,6/5/2021,3/12/2023,Basic,499
5021,4/6/2023,,Basic,499
5022,3/24/2021,,Standard,799
5023,4/6/2023,,Premium,1199
5024,10/14/2022,,Standard,799
5025,9/25/2021,,Standard,799
5026,8/5/2021,,Basic,499
5027,5/9/2022,,Standard,799
5028,5/29/2023,,Basic,499
5029,11/23/2021,,Standard,799
5030,5/7/2022,3/12/2023,Standard,799
5031,9/11/2021,,Standard,799
5032,6/5/2023,,Standard,799
5033,11/1/2022,,Premium,1199
5034,12/10/2021,10/16/2022,Basic,499
5035,2/21/2021,,Standard,799
5036,4/22/2022,,Premium,1199
5037,12/3/2021,,Basic,499
5038,4/6/2022,,Standard,799
5039,1/28/2023,11/14/2023,Premium,1199
5040,7/18/2022,10/9/2023,Basic,499
5041,1/7/2021,12/8/2021,Basic,499
5042,11/29/2021,,Premium,1199
5043,9/28/2022,,Standard,799
5044,9/15/2021,,Standard,799
5045,1/24/2022,,Basic,499
5046,8/14/2022,,Basic,499
5047,7/18/2023,,Basic,499
5048,6/29/2021,,Basic,499
5049,2/4/2022,12/19/2023,Basic,499
5050,6/2/2023,,Basic,499
5051,4/10/2023,12/20/2024,Premium,1199
5052,3/25/2021,,Standard,799
5053,7/30/2021,,Standard,799
5054,7/4/2023,,Standard,799
5055,8/29/2023,,Standard,799
5056,5/9/2022,,Premium,1199
5057,1/23/2021,7/30/2022,Basic,499
5058,6/30/2022,,Basic,499
5059,8/21/2021,5/5/2022,Standard,799
5060,4/8/2023,,Basic,499
5061,2/27/2023,,Basic,499
5062,7/5/2021,,Standard,799
5063,12/28/2021,,Basic,499
5064,7/8/2022,,Premium,1199
5065,9/25/2021,8/6/2023,Premium,1199
5066,6/30/2022,12/27/2023,Standard,799
5067,5/16/2021,6/1/2022,Basic,499
5068,5/25/2021,,Basic,499
5069,3/31/2021,5/7/2022,Standard,799
5070,8/18/2023,,Basic,499
5071,3/23/2023,,Basic,499
5072,7/29/2023,2/27/2025,Standard,799
5073,12/2/2021,,Premium,1199
5074,10/12/2021,11/27/2022,Standard,799
5075,5/29/2022,,Basic,499
5076,3/30/2022,12/1/2022,Premium,1199
5077,2/4/2021,,Standard,799
5078,10/26/2022,10/4/2024,Premium,1199
5079,8/4/2022,,Basic,499
5080,11/9/2021,12/28/2022,Standard,799
5081,1/26/2021,,Basic,499
5082,1/16/2021,,Premium,1199
5083,8/12/2023,,Basic,499
5084,7/7/2022,12/16/2023,Premium,1199
5085,9/15/2021,5/31/2023,Premium,1199
5086,3/16/2021,,Basic,499
5087,9/2/2023,7/25/2024,Basic,499
5088,1/5/2023,9/24/2023,Standard,799
5089,5/19/2021,,Basic,499
5090,6/28/2023,4/6/2024,Standard,799
5091,7/2/2021,,Basic,499
5092,11/19/2021,10/10/2022,Basic,499
5093,4/26/2023,,Basic,499
5094,7/11/2022,,Premium,1199
5095,9/30/2021,,Standard,799
5096,5/31/2023,,Premium,1199
5097,2/12/2023,,Basic,499
5098,7/15/2021,,Standard,799
5099,2/28/2022,1/16/2024,Standard,799
5100,10/12/2021,,Standard,799
5101,3/9/2023,,Standard,799
5102,8/11/2022,,Standard,799
5103,4/19/2021,,Standard,799
5104,9/14/2023,,Standard,799
5105,7/21/2021,1/27/2022,Premium,1199
5106,9/16/2023,,Basic,499
5107,4/19/2021,11/8/2021,Basic,499
5108,2/13/2023,,Premium,1199
5109,12/23/2021,,Basic,499
5110,7/21/2021,,Basic,499
5111,4/29/2023,6/2/2024,Basic,499
5112,8/11/2022,,Basic,499
5113,8/13/2023,,Standard,799
5114,1/22/2021,12/3/2021,Standard,799
5115,3/18/2022,7/19/2023,Standard,799
5116,11/25/2021,,Basic,499
5117,4/18/2022,,Standard,799
5118,11/1/2021,,Premium,1199
5119,7/15/2022,,Premium,1199
5120,8/17/2021,,Standard,799
5121,4/29/2023,,Standard,799
5122,2/18/2023,,Standard,799
5123,3/6/2023,,Standard,799
5124,5/12/2021,,Premium,1199
5125,7/16/2021,1/27/2022,Premium,1199
5126,8/17/2022,,Standard,799
5127,10/28/2022,,Basic,499
5128,9/17/2021,5/28/2022,Standard,799
5129,6/16/2021,2/2/2023,Basic,499
5130,8/25/2021,,Standard,799
5131,2/19/2021,,Premium,1199
5132,8/18/2023,3/30/2024,Standard,799
5133,4/24/2023,,Basic,499
5134,12/13/2022,,Standard,799
5135,1/4/2023,,Standard,799
5136,4/30/2023,10/14/2024,Basic,499
5137,9/20/2021,6/23/2022,Basic,499
5138,1/28/2022,2/26/2023,Basic,499
5139,7/26/2023,,Basic,499
5140,12/28/2022,12/10/2024,Standard,799
5141,2/19/2021,,Standard,799
5142,7/12/2022,,Premium,1199
5143,3/8/2023,,Standard,799
5144,1/26/2021,,Standard,799
5145,7/24/2021,4/5/2022,Basic,499
5146,4/21/2022,7/8/2023,Basic,499
5147,6/23/2023,,Basic,499
5148,12/17/2022,8/9/2023,Standard,799
5149,2/20/2022,,Standard,799
5150,4/4/2021,,Standard,799
5151,11/18/2022,9/3/2023,Standard,799
5152,2/21/2022,,Basic,499
5153,6/6/2022,,Basic,499
5154,11/15/2021,,Basic,499
5155,1/23/2021,12/17/2022,Basic,499
5156,7/23/2021,,Premium,1199
5157,7/2/2022,,Standard,799
5158,9/20/2023,,Premium,1199
5159,12/28/2021,,Standard,799
5160,12/23/2021,,Standard,799
5161,8/4/2021,,Standard,799
5162,9/5/2021,,Basic,499
5163,3/8/2021,9/15/2022,Standard,799
5164,2/12/2023,,Basic,499
5165,3/18/2021,,Basic,499
5166,2/6/2022,10/3/2022,Basic,499
5167,8/21/2021,,Standard,799
5168,1/2/2022,,Basic,499
5169,4/9/2022,,Standard,799
5170,4/28/2023,,Standard,799
5171,2/6/2021,,Standard,799
5172,10/19/2022,,Standard,799
5173,6/28/2021,,Standard,799
5174,3/21/2021,9/23/2022,Standard,799
5175,6/20/2023,,Basic,499
5176,1/30/2022,,Premium,1199
5177,5/10/2023,8/10/2024,Standard,799
5178,4/16/2021,1/9/2023,Premium,1199
5179,6/27/2022,,Basic,499
5180,5/20/2021,,Standard,799
5181,10/5/2021,,Basic,499
5182,2/28/2023,,Premium,1199
5183,6/15/2023,,Basic,499
5184,1/9/2022,,Premium,1199
5185,5/27/2021,,Standard,799
5186,7/2/2021,,Basic,499
5187,6/8/2022,5/11/2023,Standard,799
5188,11/30/2022,7/3/2023,Premium,1199
5189,4/9/2021,12/27/2021,Standard,799
5190,1/8/2022,,Premium,1199
5191,10/4/2022,10/28/2023,Basic,499
5192,10/13/2021,,Basic,499
5193,7/29/2023,4/28/2024,Basic,499
5194,3/22/2021,11/10/2022,Standard,799
5195,5/27/2021,2/3/2022,Standard,799
5196,2/13/2021,,Basic,499
5197,7/15/2021,,Premium,1199
5198,6/24/2022,,Standard,799
5199,4/22/2021,8/12/2022,Standard,799
5200,1/29/2023,,Premium,1199
5201,6/5/2023,3/2/2025,Standard,799
5202,1/22/2023,,Standard,799
5203,6/2/2022,12/12/2023,Basic,499
5204,10/5/2022,,Standard,799
5205,7/14/2023,,Premium,1199
5206,1/10/2022,,Premium,1199
5207,10/6/2021,4/16/2022,Standard,799
5208,2/26/2022,,Standard,799
5209,9/19/2023,9/20/2024,Basic,499
5210,10/29/2022,1/11/2024,Premium,1199
5211,6/29/2022,,Premium,1199
5212,8/12/2023,,Standard,799
5213,2/16/2023,6/12/2024,Standard,799
5214,8/6/2023,,Premium,1199
5215,12/19/2022,,Basic,499
5216,3/4/2022,,Standard,799
5217,9/26/2022,7/3/2024,Standard,799
5218,11/3/2022,4/2/2024,Standard,799
5219,3/23/2023,,Basic,499
5220,4/18/2022,,Basic,499
5221,8/14/2023,,Standard,799
5222,4/11/2023,,Standard,799
5223,5/22/2023,,Standard,799
5224,6/22/2023,,Premium,1199
5225,12/31/2021,7/31/2023,Basic,499
5226,1/20/2021,,Basic,499
5227,8/11/2023,,Standard,799
5228,1/12/2023,,Standard,799
5229,10/27/2022,,Basic,499
5230,6/9/2021,,Basic,499
5231,9/14/2023,,Basic,499
5232,4/5/2023,,Basic,499
5233,5/21/2021,,Basic,499
5234,6/9/2021,,Basic,499
5235,7/2/2022,5/10/2024,Premium,1199
5236,11/25/2022,,Standard,799
5237,4/24/2022,11/7/2023,Standard,799
5238,7/31/2022,,Premium,1199
5239,3/3/2023,6/24/2024,Standard,799
5240,2/26/2022,,Basic,499
5241,8/28/2021,,Basic,499
5242,8/1/2022,3/17/2024,Basic,499
5243,4/17/2021,,Basic,499
5244,6/29/2023,,Premium,1199
5245,6/11/2023,4/25/2024,Basic,499
5246,7/12/2021,2/14/2022,Standard,799
5247,5/25/2022,,Standard,799
5248,9/21/2023,,Standard,799
5249,9/12/2023,,Standard,799
5250,10/8/2021,9/5/2022,Standard,799
5251,6/18/2022,,Premium,1199
5252,11/13/2021,10/2/2022,Standard,799
5253,3/19/2022,,Standard,799
5254,11/19/2021,7/26/2022,Basic,499
5255,5/10/2022,,Standard,799
5256,4/28/2021,7/8/2022,Standard,799
5257,7/18/2021,12/7/2022,Basic,499
5258,2/23/2023,,Basic,499
5259,1/31/2021,,Standard,799
5260,4/14/2023,,Basic,499
5261,11/2/2022,,Basic,499
5262,10/4/2022,,Basic,499
5263,4/18/2022,8/26/2023,Premium,1199
5264,8/20/2022,,Standard,799
